foodid,food_name,unit,kal,select_time
651,洛神花乾,100g,306,0
652,絲瓜花,100g,31,0
653,冬瓜平均值,100g,11,0
654,冬瓜,100g,13,0
655,香芋冬瓜,100g,9,0
656,醃漬冬瓜,100g,24,0
657,南瓜平均值,100g,74,0
658,日本南瓜,100g,86,0
659,台灣南瓜,100g,49,0
660,栗子南瓜,100g,86,0
661,菊花南瓜,100g,76,0
662,胡瓜,100g,14,0
663,花胡瓜,100g,13,0
664,醃漬花胡瓜,100g,83,0
665,苦瓜(白皮),100g,19,0
666,苦瓜(青皮),100g,20,0
667,珍珠苦瓜,100g,19,0
668,野苦瓜,100g,30,0
669,隼人瓜,100g,23,0
670,白皮蛇瓜,100g,19,0
671,綠皮蛇瓜,100g,32,0
672,絲瓜,100g,19,0
673,稜角絲瓜,100g,20,0
674,越瓜,100g,18,0
675,醃漬越瓜,100g,16,0
676,蒲瓜平均值,100g,18,0
677,蒲瓜(長形),100g,19,0
678,蒲瓜(圓形),100g,18,0
679,花蒲瓜(圓形),100g,15,0
680,葫蘆瓜,100g,20,0
681,黃櫛瓜,100g,15,0
682,綠櫛瓜,100g,13,0
683,枸杞子,100g,347,0
684,長茄子,100g,25,0
685,圓茄子,100g,21,0
686,大番茄平均值(紅色系),100g,19,0
687,牛番茄,100g,19,0
688,紅番茄,100g,20,0
689,桃太郎番茄,100g,17,0
690,黃番茄,100g,23,0
691,大番茄平均值(綠色系),100g,22,0
692,粉柿番茄,100g,18,0
693,黑柿蕃茄,100g,23,0
694,綠番茄,100g,25,0
695,小番茄平均值(紅色系),100g,33,0
696,聖女小番茄,100g,35,0
697,試交二號小番茄,100g,30,0
698,櫻桃小番茄,100g,34,0
699,黃金小蕃茄,100g,31,0
700,小番茄平均值(橙色系),100g,31,0
701,金女小番茄,100g,30,0
702,黃金聖女小番茄,100g,31,0
703,橙蕃茄,100g,32,0
704,甜椒平均值(青皮),100g,29,0
705,甜椒(青皮),100g,23,0
706,小甜椒(青皮),100g,35,0
707,高山甜椒(青皮),100g,30,0
708,甜椒(紅皮),100g,33,0
709,甜椒(黃皮),100g,28,0
710,甜椒(橙皮),100g,35,0
711,青辣椒平均值,100g,33,0
712,角椒,100g,22,0
713,長辣椒(青皮),100g,49,0
714,糯米椒,100g,28,0
715,紅辣椒平均值,100g,80,0
716,長辣椒(紅皮),100g,48,0
717,朝天椒(長果),100g,90,0
718,朝天椒(圓果),100g,103,0
719,乾長辣椒(紅皮),100g,382,0
720,黃秋葵,100g,36,0
721,青花菜芽,100g,25,0
722,苜蓿芽,100g,20,0
723,紫高麗芽,100g,32,0
724,黃豆芽,100g,34,0
725,黑豆芽,100g,69,0
726,葵花芽,100g,26,0
727,綠豆芽,100g,24,0
728,豌豆芽,100g,25,0
729,蕎麥芽,100g,20,0
730,蘿蔔芽,100g,24,0
731,山蘇菜,100g,26,0
732,火炭母草,100g,12,0
733,石蓮花,100g,11,0
734,青葙,100g,50,0
735,假人蔘,100g,32,0
736,野苦瓜嫩梢,100g,77,0
737,過溝菜蕨,100g,27,0
738,蔘鬚,100g,330,0
739,龍骨瓣莕菜,100g,17,0
740,薄荷,100g,55,0
741,蕺菜,100g,46,0
742,蘆薈,100g,4,0
743,美國空心菜,100g,22,0
744,香芫荽,100g,23,0
745,荷蘭豆菜心,100g,30,0
746,厥子,100g,23,0
747,義大利茼蒿,100g,15,0
748,龍延草,100g,79,0
749,紅毛苔,100g,265,0
750,紫菜,100g,268,0
751,熟紫菜,100g,294,0
752,髮菜,100g,302,0
753,麒麟菜,100g,41,0
754,乾麒麟菜,100g,189,0
755,礁膜,100g,16,0
756,乾海茸芯,100g,254,0
757,海帶平均值,100g,20,0
758,海帶卷,100g,14,0
759,海帶茸,100g,29,0
760,海帶梗,100g,17,0
761,海帶結,100g,17,0
762,海帶絲,100g,22,0
763,乾海帶,100g,220,0
764,裙帶菜,100g,36,0
765,乾裙帶菜,100g,225,0
766,乾裙帶菜根,100g,201,0
767,鳳尾藻,100g,224,0
768,洋菜,100g,306,0
769,壽司海苔片,100g,278,0
770,寒天脆藻,100g,10,0
771,木耳,100g,38,0
772,冷凍木耳,100g,51,0
773,乾木耳平均值,100g,333,0
774,乾木耳(紅耳仔),100g,329,0
775,乾木耳(黑耳仔),100g,338,0
776,銀耳,100g,22,0
777,雪珍耳,100g,45,0
778,乾銀耳,100g,313,0
779,銀耳罐頭,100g,48,0
780,草菇,100g,36,0
781,草菇罐頭,100g,31,0
782,雞腿菇,100g,36,0
783,雞腿菇(乾),100g,298,0
784,松茸,100g,36,0
785,白精靈菇,100g,36,0
786,柳松菇,100g,36,0
787,乾柳松菇,100g,286,0
788,香菇平均值,100g,39,0
789,香菇(大),100g,37,0
790,香菇(小),100g,26,0
791,花菇,100g,52,0
792,乾香菇平均值,100g,321,0
793,乾香菇,100g,333,0
794,乾花菇,100g,317,0
795,乾白花菇,100g,310,0
796,乾鈕釦菇,100g,325,0
797,醃漬香菇,100g,50,0
798,姬松茸,100g,40,0
799,乾姬松茸,100g,294,0
800,酒杯菇,100g,50,0
801,秀珍菇,100g,28,0
802,天喜菇,100g,26,0
803,白蠔菇,100g,33,0
804,玫瑰菇,100g,35,0
805,秀珍菇罐頭,100g,27,0
806,杏香菇,100g,26,0
807,杏鮑菇平均值,100g,41,0
808,杏鮑菇(大),100g,37,0
809,杏鮑菇(中),100g,40,0
810,杏鮑菇(小),100g,47,0
811,珊瑚菇,100g,33,0
812,蠔菇,100g,26,0
813,鮑魚菇,100g,22,0
814,金針菇,100g,37,0
815,華翠菇,100g,29,0
816,金針菇罐頭,100g,24,0
817,滑菇,100g,27,0
818,舞菇,100g,28,0
819,鴻喜菇,100g,30,0
820,美白菇,100g,27,0
821,洋菇,100g,25,0
822,冷凍洋菇,100g,39,0
823,洋菇罐頭,100g,27,0
824,白茯苓,100g,316,0
825,猴頭菇,100g,31,0
826,猴頭菇罐頭,100g,29,0
827,乾猴頭菇,100g,311,0
828,乾竹笙,100g,312,0
829,松茸白菇,100g,38,0
830,金喜菇,100g,39,0
831,喜來菇,100g,37,0
832,富珍茸,100g,37,0
833,白鳳豆平均值,100g,337,0
834,白鳳豆(台灣),100g,348,0
835,白鳳豆(進口),100g,325,0
836,米豆,100g,349,0
837,花豆,100g,328,0
838,花豆罐頭(糖漬),100g,203,0
839,紅豆,100g,328,0
840,紅豆罐頭(糖漬),100g,232,0
841,紅雲豆(大紅豆),100g,328,0
842,甘納豆,100g,333,0
843,青仁黑豆,100g,385,0
844,黃仁黑豆,100g,253,0
845,黑豆胚芽,100g,174,0
846,烘烤黑豆,100g,435,0
847,黑豆粉,100g,431,0
848,毛綠豆,100g,346,0
849,綠豆,100g,344,0
850,綠豆仁,100g,339,0
851,綠豆粉,100g,344,0
852,高纖胚芽冬粉,100g,370,0
853,冬粉,100g,351,0
854,寬粉,100g,349,0
855,豇豆(莢),100g,35,0
856,萊豆仁,100g,112,0
857,粉豆莢,100g,27,0
858,敏豆莢,100g,30,0
859,冷凍菜豆(莢),100g,57,0
860,毛豆仁,100g,129,0
861,帶莢毛豆,100g,120,0
862,冷凍毛豆仁,100g,135,0
863,黃豆,100g,389,0
864,黃豆胚芽,100g,180,0
865,黃豆粉,100g,401,0
866,豆漿,100g,56,0
867,豆漿(無糖),100g,35,0
868,雞蛋豆漿,100g,56,0
869,鹹豆漿,100g,37,0
870,黑豆漿,100g,39,0
871,豆漿優酪乳,100g,70,0
872,豌豆仁,100g,123,0
873,豌豆莢,100g,41,0
874,高山大豌豆莢,100g,49,0
875,甜豌豆莢,100g,42,0
876,冷凍豌豆仁,100g,96,0
877,豌豆仁罐頭,100g,123,0
878,鵲豆莢,100g,31,0
879,鹽酥蠶豆,100g,456,0
880,紅扁豆仁,100g,343,0
881,牛小排平均值,100g,325,0
882,去骨牛小排,100g,290,0
883,帶骨牛小排,100g,360,0
884,牛肋條,100g,225,0
885,沙朗牛排,100g,162,0
886,板腱,100g,166,0
887,牛去骨肩胛小排,100g,233,0
888,牛前胸肉,100g,331,0
889,牛修清前胸肉,100g,120,0
890,去骨紐約克牛排,100g,189,0
891,腓力牛排,100g,184,0
892,牛後腿肉,100g,122,0
893,牛後腿股肉,100g,153,0
894,牛後腿腱子心,100g,139,0
895,牛肉火鍋片平均值,100g,250,0
896,牛五花肉火鍋片,100g,430,0
897,牛紐約客火鍋片,100g,263,0
898,牛梅花肉火鍋片,100g,120,0
899,牛嫩肩里肌火鍋片,100g,188,0
900,牛肚平均值,100g,56,0
901,牛肚(瘤胃),100g,44,0
902,牛肚切片(瘤胃),100g,67,0
903,牛肚(蜂巢胃),100g,107,0
904,牛筋,100g,157,0
905,滷牛筋,100g,119,0
906,山羊帶皮羊肉塊,100g,164,0
907,山羊前腿肉片,100g,123,0
908,山羊後腿肉火鍋片,100g,170,0
909,綿羊肉切片,100g,198,0
910,法式羊排,100g,260,0
911,去骨肩頸眼羊肉,100g,198,0
912,小羊腰脊肉,100g,143,0
913,綿羊腹脅肉火鍋片,100g,252,0
914,豬下肩肉,100g,200,0
915,豬下肩瘦肉,100g,131,0
916,豬上肩肉,100g,207,0
917,豬肩胛肉,100g,295,0
918,豬肩胛排,100g,191,0
919,豬前腿外腱肉,100g,146,0
920,豬後腿外腱肉,100g,176,0
921,豬後腿肉,100g,123,0
922,豬後腿瘦肉,100g,111,0
923,豬大里肌,100g,212,0
924,豬大排,100g,214,0
925,豬小排,100g,287,0
926,僧帽肌,100g,209,0
927,豬小里肌,100g,139,0
928,豬去皮腹脇肉,100g,360,0
929,豬帶皮腹脇肉,100g,368,0
930,豬腹脇排,100g,267,0
931,豬肝連,100g,199,0
932,豬頰肉,100g,182,0
933,豬頸肉,100g,284,0
934,豬絞肉平均值,100g,212,0
935,豬絞肉(70％瘦肉率),100g,218,0
936,豬絞肉(90％瘦肉率),100g,205,0
937,豬心,100g,128,0
938,豬白管,100g,93,0
939,豬皮,100g,491,0
940,豬耳,100g,233,0
941,豬舌,100g,185,0
942,豬血,100g,29,0
943,豬尾,100g,295,0
944,豬肝,100g,126,0
945,醃燻豬肝,100g,167,0
946,膽肝,100g,252,0
947,豬肚,100g,152,0
948,熟豬肚,100g,137,0
949,豬油渣,100g,837,0
950,豬骨湯平均值,100g,8,0
951,豬大骨湯,100g,7,0
952,豬肋骨湯,100g,9,0
953,豬肩骨湯,100g,8,0
954,豬軟骨,100g,332,0
955,豬腎,100g,82,0
956,豬脾臟,100g,79,0
957,豬大腸,100g,198,0
958,豬小腸,100g,156,0
959,豬空腸,100g,186,0
960,豬前腳,100g,252,0
961,豬後腳,100g,253,0
962,豬蹄膀,100g,331,0
963,滷豬腳,100g,237,0
964,豬腳筋,100g,72,0
965,豬腦,100g,125,0
966,土雞,100g,188,0
967,肉雞,100g,248,0
968,烏骨雞,100g,213,0
969,烤雞,100g,233,0
970,里肌肉平均值,100g,109,0
971,里肌肉(土雞),100g,112,0
972,里肌肉(肉雞),100g,106,0
973,帶骨去皮對切胸(肉雞),100g,104,0
974,帶骨帶皮對切胸(肉雞),100g,219,0
975,去皮清肉平均值,100g,119,0
976,去皮清肉(土雞),100g,121,0
977,去皮清肉(肉雞),100g,117,0
978,骨腿平均值,100g,172,0
979,骨腿(土雞),100g,130,0
980,骨腿(肉雞),100g,214,0
981,清腿平均值,100g,157,0
982,清腿(土雞),100g,142,0
983,清腿(肉雞),100g,173,0
984,棒棒腿平均值,100g,150,0
985,棒棒腿(土雞),100g,143,0
986,棒棒腿(肉雞),100g,157,0
987,雞排平均值,100g,183,0
988,雞排(土雞),100g,158,0
989,雞排(肉雞),100g,208,0
990,二節翅平均值,100g,229,0
991,二節翅(土雞),100g,228,0
992,二節翅(肉雞),100g,230,0
993,三節翅平均值,100g,210,0
994,三節翅(土雞),100g,198,0
995,三節翅(肉雞),100g,222,0
996,翅腿(肉雞),100g,210,0
997,雞絞肉,100g,131,0
998,雞心(肉雞),100g,190,0
999,雞尾椎,100g,505,0
1000,雞肝(肉雞),100g,111,0
1001,雞胗(肉雞),100g,89,0
1002,冷凍烤雞翅,100g,217,0
1003,雞胸骨湯,100g,9,0
1004,雞睪丸,100g,71,0
1005,雞腳(肉雞),100g,216,0
1006,雞膝軟骨(肉雞),100g,107,0
1007,太空鴨,100g,319,0
1008,番鴨,100g,224,0
1009,太空鴨(去皮),100g,102,0
1010,土番鴨,100g,111,0
1011,櫻桃鴨胸肉片,100g,227,0
1012,鴨腿,100g,282,0
1013,鴨血,100g,29,0
1014,鴨胗,100g,97,0
1015,去骨鴨掌,100g,113,0
1016,鴨腸,100g,94,0
1017,鴨賞,100g,304,0
1018,鵝肉,100g,187,0
1019,茶鵝,100g,352,0
1020,鵝胸肉,100g,120,0
1021,鵝腿肉,100g,130,0
1022,熟鵝腿肉,100g,292,0
1023,鵝心,100g,241,0
1024,鵝肝,100g,123,0
1025,鵝胗,100g,95,0
1026,鵝腸,100g,63,0
1027,火雞肉,100g,141,0
1028,鴕鳥菲力肉排,100g,105,0
1029,鴕鳥沙朗肉排,100g,97,0
1030,鴕腱肉,100g,107,0
1031,鴕腩肉,100g,144,0
1032,雉雞,100g,124,0
1033,虎皮蛙,100g,94,0
1034,蛇肉,100g,85,0
1035,雙髻鯊,100g,117,0
1036,雙髻鯊腹肉,100g,110,0
1037,鯊魚切片,100g,106,0
1038,鯊魚煙,100g,98,0
1039,魟魚,100g,106,0
1040,日本鰻鱺魚片(生),100g,254,0
1041,日本鰻鱺魚片(蒲燒),100g,276,0
1042,灰海鰻,100g,97,0
1043,魩仔魚,100g,56,0
1044,魩仔魚平均值(加工),100g,124,0
1045,"魩仔魚(加工,大)",100g,97,0
1046,"魩仔魚(加工,小)",100g,151,0
1047,鹽漬小鱗脂眼鯡(鹹馧仔),100g,228,0
1048,日本銀帶鯡,100g,101,0
1049,日本銀帶鯡(加工),100g,111,0
1050,日本銀帶鯡魚干(丁香魚脯),100g,273,0
1051,虱目魚平均值(去皮),100g,179,0
1052,虱目魚(2月),100g,180,0
1053,虱目魚(5月),100g,189,0
1054,虱目魚(8月),100g,124,0
1055,虱目魚(9月),100g,208,0
1056,虱目魚(12月),100g,192,0
1057,虱目魚(含皮),100g,200,0
1058,虱目魚腹肉(虱目魚肚),100g,342,0
1059,草魚切片,100g,166,0
1060,草魚(含皮),100g,91,0
1061,鯉,100g,91,0
1062,鱅,100g,145,0
1063,鬍鯰,100g,194,0
1064,斑海鯰,100g,86,0
1065,長體油胡瓜魚,100g,104,0
1066,香魚,100g,147,0
1067,銀魚,100g,69,0
1068,白肉鮭魚切片,100g,151,0
1069,紅肉鮭魚切片,100g,158,0
1070,大西洋鮭魚平均值(去皮),100g,221,0
1071,大西洋鮭魚(台灣養殖),100g,155,0
1072,大西洋鮭魚切片(中段),100g,174,0
1073,大西洋鮭魚切片(尾段),100g,204,0
1074,大西洋鮭魚生魚片,100g,222,0
1075,大西洋鮭魚腹肉,100g,349,0
1076,麥奇鈎吻鮭(去皮),100g,160,0
1077,麥奇鈎吻鮭(含皮),100g,147,0
1078,姬魚,100g,104,0
1079,印度鐮齒魚,100g,49,0
1080,狗母魚(蛇鯔),100g,103,0
1081,鮟鱇,100g,68,0
1082,鯔平均值(去皮),100g,152,0
1083,鯔(2月),100g,137,0
1084,鯔(4月),100g,133,0
1085,鯔(8月),100g,224,0
1086,"鯔(11月,雄魚)",100g,129,0
1087,"鯔(11月,雌魚)",100g,141,0
1088,"鯔(12月,雄魚)",100g,137,0
1089,"鯔(12月,雌魚)",100g,149,0
1090,鯔切片,100g,170,0
1091,鯔(含皮),100g,155,0
1092,斑鰭飛魚,100g,94,0
1093,斑鱵,100g,91,0
1094,鱷形叉尾鶴鱵,100g,98,0
1095,金鱗魚,100g,85,0
1096,鱗馬鞭魚,100g,84,0
1097,黃鱔,100g,88,0
1098,石狗公,100g,80,0
1099,環紋簑鮋,100g,79,0
1100,深海鱗角魚,100g,80,0
1101,尖嘴鱸(去皮),100g,98,0
1102,尖嘴鱸(含皮),100g,107,0
1103,日本花鱸平均值,100g,98,0
1104,日本花鱸(2月),100g,95,0
1105,日本花鱸((3月),100g,100,0
1106,日本花鱸((8月),100g,95,0
1107,日本花鱸((11月),100g,99,0
1108,日本花鱸((12月),100g,101,0
1109,日本花鱸(含皮),100g,125,0
1110,白鱸,100g,76,0
1111,條紋狼鱸,100g,147,0
1112,鱖,100g,89,0
1113,白緣星鱠,100g,101,0
1114,青星九刺鮨平均值,100g,94,0
1115,青星九刺鮨,100g,83,0
1116,青星九刺鮨魚片,100g,104,0
1117,斑帶石斑魚,100g,90,0
1118,斑點九刺鮨(去皮),100g,82,0
1119,斑點九刺鮨(含皮),100g,84,0
1120,棕點石斑魚,100g,115,0
1121,鞍帶石斑魚片,100g,155,0
1122,駝背鱸,100g,83,0
1123,橫紋九刺鮨,100g,85,0
1124,大口黑鱸,100g,130,0
1125,日本紅目大眼鯛,100g,97,0
1126,血斑異大眼鯛,100g,93,0
1127,多鱗沙鮻,100g,90,0
1128,日本馬頭魚,100g,85,0
1129,白馬頭魚,100g,91,0
1130,鬼頭刀魚片,100g,78,0
1131,鬼頭刀,100g,107,0
1132,海鱺,100g,106,0
1133,海鱺魚片,100g,260,0
1134,大口逆鈎鰺,100g,103,0
1135,大甲鰺,100g,105,0
1136,日本竹筴魚,100g,116,0
1137,布氏鯧鰺(去皮),100g,192,0
1138,布氏鯧鰺(含皮),100g,190,0
1139,杜氏鰤,100g,115,0
1140,范氏副葉鰺,100g,108,0
1141,泰勃圓鰺,100g,113,0
1142,烏鯧,100g,92,0
1143,無斑圓鰺,100g,119,0
1144,藍圓鰺,100g,114,0
1145,雙帶鰺,100g,118,0
1146,眼眶魚,100g,113,0
1147,斯氏長鰭烏魴,100g,97,0
1148,史氏紅諧魚,100g,97,0
1149,希氏姬鯛,100g,91,0
1150,赤鰭笛鯛,100g,88,0
1151,孟加拉笛鯛,100g,87,0
1152,前鱗笛鯛,100g,101,0
1153,馬拉巴笛鯛,100g,86,0
1154,單斑笛鯛,100g,106,0
1155,黃擬烏尾鮗,100g,80,0
1156,葉唇笛鯛,100g,118,0
1157,松鯛,100g,98,0
1158,三線磯鱸,100g,130,0
1159,星雞魚,100g,99,0
1160,密點少棘胡椒鯛,100g,94,0
1161,金線魚,100g,119,0
1162,青嘴龍占魚,100g,128,0
1163,網紋龍占魚,100g,101,0
1164,平鯛,100g,175,0
1165,阿部牙鯛,100g,124,0
1166,真鯛平均值(去皮),100g,110,0
1167,真鯛(1月),100g,100,0
1168,真鯛(3月),100g,101,0
1169,真鯛(5月),100g,87,0
1170,真鯛(8月),100g,176,0
1171,真鯛(9月),100g,92,0
1172,真鯛(11月),100g,105,0
1173,黃鰭棘鯛,100g,136,0
1174,黑棘鯛(去皮),100g,136,0
1175,黑棘鯛(含皮),100g,163,0
1176,多鱗四指馬鮁,100g,146,0
1177,大黃魚,100g,142,0
1178,小黃魚(去皮),100g,100,0
1179,小黃魚(含皮),100g,100,0
1180,白姑魚,100g,97,0
1181,眼斑擬石首魚,100g,95,0
1182,黃姑魚,100g,89,0
1183,黑或(或字加魚邊),100g,149,0
1184,鮸,100g,104,0
1185,鱗鰭叫姑魚,100g,99,0
1186,黑斑海緋鯉,100g,97,0
1187,斑點雞籠鯧,100g,97,0
1188,花身鯻,100g,157,0
1189,花尾唇指翁(翁加魚邊),100g,116,0
1190,尼羅口孵非鯽(去皮),100g,113,0
1191,尼羅口孵非鯽(含皮),100g,125,0
1192,花身副麗魚,100g,112,0
1193,紅色吳郭魚,100g,108,0
1194,台灣鯛魚片(生),100g,110,0
1195,台灣鯛魚片(水煮),100g,130,0
1196,台灣鯛魚片(油煎),100g,162,0
1197,"台灣鯛魚片(烤,190℃,10分鐘)",100g,111,0
1198,"台灣鯛魚片(烤,190℃,20分鐘)",100g,134,0
1199,"台灣鯛魚片(烤,230℃,10分鐘)",100g,127,0
1200,"台灣鯛魚片(烤,230℃,20分鐘)",100g,142,0
1201,台灣鯛魚片(清蒸),100g,112,0
1202,台灣鯛魚片(微波),100g,140,0
1203,台灣鯛魚湯(水煮),100g,5,0
1204,莫三比克口孵非鯽,100g,112,0
1205,薔薇項鰭魚(去皮),100g,96,0
1206,薔薇項鰭魚(含皮),100g,93,0
1207,藍豬齒魚,100g,81,0
1208,福氏鸚哥魚(去皮),100g,84,0
1209,橫紋鸚哥魚(含皮),100g,81,0
1210,藍點鸚哥魚,100g,86,0
1211,金錢魚,100g,196,0
1212,褐臭肚魚,100g,164,0
1213,杜氏刺尾鯛,100g,137,0
1214,後刺尾鯛,100g,102,0
1215,鋸尾鯛,100g,93,0
1216,大眼金梭魚,100g,157,0
1217,鱗網帶鰆切片,100g,272,0
1218,鱗網帶鰆(含皮),100g,263,0
1219,白帶魚,100g,102,0
1220,大目鮪,100g,103,0
1221,正鰹,100g,149,0
1222,花腹鯖,100g,144,0
1223,高麗馬加鰆,100g,119,0
1224,康氏馬加鰆切片(去皮),100g,193,0
1225,康氏馬加鰆切片(含皮),100g,176,0
1226,臺灣馬加鰆,100g,180,0
1227,鮪魚生魚片,100g,100,0
1228,鯖魚(生),100g,417,0
1229,鯖魚(炒),100g,410,0
1230,鯖魚(炸),100g,555,0
1231,"鯖魚(烤,150度,10分)",100g,412,0
1232,"鯖魚(烤,150度,20分)",100g,396,0
1233,"鯖魚(烤,150度,30分)",100g,536,0
1234,"鯖魚(烤,180度,10分)",100g,373,0
1235,"鯖魚(烤,210度,10分)",100g,472,0
1236,鯖魚(煮),100g,375,0
1237,鯖魚(煎),100g,403,0
1238,鯖魚(蒸),100g,392,0
1239,鯖魚(醃製),100g,281,0
1240,旗魚切片,100g,111,0
1241,旗魚腹肉,100g,105,0
1242,刺鯧(去皮),100g,95,0
1243,刺鯧(含皮),100g,155,0
1244,星斑真鯧,100g,214,0
1245,銀鯧平均值(去皮),100g,115,0
1246,銀鯧(2月),100g,123,0
1247,銀鯧(3月),100g,120,0
1248,銀鯧(5月),100g,105,0
1249,銀鯧(8月),100g,101,0
1250,銀鯧(12月),100g,126,0
1251,銀鯧(含皮),100g,132,0
1252,斑鱧,100g,119,0
1253,大口鰜切片(含皮),100g,166,0
1254,鰈魚切片,100g,190,0
1255,雙線鬚鰨,100g,92,0
1256,單角革單棘魨(去皮),100g,79,0
1257,單角革單棘魨(含皮),100g,76,0
1258,克氏兔頭魨,100g,77,0
1259,翻車魨腹肉,100g,47,0
1260,犬牙南極魚切片,100g,282,0
1261,低眼無齒芒魚片(芒加魚邊),100g,76,0
1262,秋刀魚,100g,314,0
1263,圓鱈魚鰓肉,100g,84,0
1264,鯛魚下巴,100g,245,0
1265,鯊魚翅,100g,186,0
1266,魚翅唇,100g,47,0
1267,翻車魨魚皮,100g,59,0
1268,鯊魚皮,100g,58,0
1269,油魚卵(加工),100g,445,0
1270,圓鱈魚卵(加工),100g,84,0
1271,鮸魚卵(加工),100g,184,0
1272,鯔魚卵,100g,256,0
1273,鯔魚卵(加工),100g,233,0
1274,鰆魚卵,100g,193,0
1275,鰹魚卵,100g,184,0
1276,鯔魚精囊,100g,89,0
1277,鮟鱇魚肝,100g,136,0
1278,旗魚肚,100g,99,0
1279,鮪魚肚,100g,106,0
1280,小魚干,100g,335,0
1281,扁魚干,100g,354,0
1282,香魚片,100g,307,0
1283,柴魚片,100g,383,0
1284,羅氏沼蝦,100g,88,0
1285,北方長額蝦(加工),100g,122,0
1286,東方異腕蝦,100g,78,0
